ID,Answer → ID,Answer → Answer,Answer → QuestionId,Answer → IsCorrect
660ef6bd-1506-4747-9ca2-190642617282,091e96ec-f6b6-4f2f-bb67-babcb64fddd4,"En passant synapses are located at the end of dendrites, whereas terminal synapses are found along the axon.",660ef6bd-1506-4747-9ca2-190642617282,false
660ef6bd-1506-4747-9ca2-190642617282,3891c2ee-b58d-4aff-9df7-bb6114891b17,"Terminal synapses are only present in sensory neurons, whereas en passant synapses are found in motor neurons.",660ef6bd-1506-4747-9ca2-190642617282,false
7085b991-5d51-4f20-bfa1-03d6a9e7fd80,4da56188-7545-4318-8d0b-895208656514,"- Local translation allows neurons to rapidly respond to local stimuli by synthesizing proteins directly at the site where they are needed.
- It supports compartmentalization by ensuring specific proteins are produced in distinct neuronal regions (axons, dendrites).
- Helps maintain neuronal polarity by regulating the local proteome based on environmental cues.
- Facilitates efficient synaptic plasticity and adaptation.",7085b991-5d51-4f20-bfa1-03d6a9e7fd80,true
d9ad7533-3bf5-42d2-93c8-540c2f4504f6,f51f4b79-6dd6-4f39-bdb0-cd33f1c5146e,"- AIS acts as a selective filter (gatekeeper) for axonal transport, maintaining axonal identity.
- Microtubule polarity (""plus-end out"") in axons restricts dynein transport, aiding compartmentalization.
- AIS and microtubule polarity regulate selective transport, supporting neuronal compartmentalization.",d9ad7533-3bf5-42d2-93c8-540c2f4504f6,true
f2f40eef-450e-4d82-ac38-8b4de1aa39ee,e91e9549-c304-4484-bfd2-35ce9aaeb946,"- Glial cells maintain homeostasis and protect neurons.
- They influence neuronal compartmentalization through secretion of signaling molecules.
- Astrocytes regulate neurotransmitter levels and provide metabolic support.
- Oligodendrocytes insulate axons with myelin, affecting signal transmission.
- Microglia modulate synapse formation and elimination, impacting neuronal networks.",f2f40eef-450e-4d82-ac38-8b4de1aa39ee,true
8c62cdc3-d411-47c5-a40b-12532cb933f9,67169932-0e43-4683-92db-48572a7a0fdc,Acts as a selective filter for axonal transport,8c62cdc3-d411-47c5-a40b-12532cb933f9,true
8c62cdc3-d411-47c5-a40b-12532cb933f9,6e926ccc-fd9e-4f59-bf87-258084ce08ea,Maintains axonal identity by stabilizing microtubule polarity,8c62cdc3-d411-47c5-a40b-12532cb933f9,true
8c62cdc3-d411-47c5-a40b-12532cb933f9,03c9d383-81b1-4b9f-b899-1563f2696978,Facilitates local translation of mRNAs,8c62cdc3-d411-47c5-a40b-12532cb933f9,false
8c62cdc3-d411-47c5-a40b-12532cb933f9,c08fa4c9-6645-43ba-a9d8-6bc5af4b53a4,Initiates action potentials,8c62cdc3-d411-47c5-a40b-12532cb933f9,false
8c62cdc3-d411-47c5-a40b-12532cb933f9,0a4bb096-469c-4ba3-8caf-77b382f896f9,Regulates synaptic vesicle release at the axon terminal,8c62cdc3-d411-47c5-a40b-12532cb933f9,false
0ec0a46d-e7a4-4e3d-937d-659b961f3e05,b2540202-246f-47f8-9f85-fe1dce2bab58,Soma,0ec0a46d-e7a4-4e3d-937d-659b961f3e05,true
0ec0a46d-e7a4-4e3d-937d-659b961f3e05,e6b67755-97b1-4446-9b36-6a496864ac7f,Dendrites,0ec0a46d-e7a4-4e3d-937d-659b961f3e05,true
0ec0a46d-e7a4-4e3d-937d-659b961f3e05,9df8bf62-edbb-4844-a8bc-ef4b4e091895,Axons,0ec0a46d-e7a4-4e3d-937d-659b961f3e05,false
0ec0a46d-e7a4-4e3d-937d-659b961f3e05,ee5d731a-ca36-42c5-8e7b-c007cd322947,Axon initial segment,0ec0a46d-e7a4-4e3d-937d-659b961f3e05,false
0ec0a46d-e7a4-4e3d-937d-659b961f3e05,5a2c3f82-9718-40f2-854d-6297ab09baf7,Presynaptic boutons,0ec0a46d-e7a4-4e3d-937d-659b961f3e05,false
439cce1e-f96a-4438-8ba3-99d2f6506b94,f3ba50f9-7ff9-4129-a2d6-ee2c99137116,Axonal compartment,439cce1e-f96a-4438-8ba3-99d2f6506b94,true
439cce1e-f96a-4438-8ba3-99d2f6506b94,3aed6c9c-a412-48cf-92f3-0909746a0a80,Somato-dendritic compartment,439cce1e-f96a-4438-8ba3-99d2f6506b94,false
439cce1e-f96a-4438-8ba3-99d2f6506b94,43252a8f-e851-41c2-829e-dfe3850ebfe6,Soma,439cce1e-f96a-4438-8ba3-99d2f6506b94,false
439cce1e-f96a-4438-8ba3-99d2f6506b94,e43403f6-9662-405e-bb6a-0ee386a7dcb5,Dendrites,439cce1e-f96a-4438-8ba3-99d2f6506b94,false
3c62ae0d-c55c-48c3-a633-3a7a3310eccf,d06a53e0-89e9-4cf7-b3bd-4f28cddedaeb,The axonal compartment is responsible for the propagation of action potentials and selective transport of cargoes along the axon.,3c62ae0d-c55c-48c3-a633-3a7a3310eccf,true
3c62ae0d-c55c-48c3-a633-3a7a3310eccf,637a1643-0446-41e4-af3f-f1a3c543836b,The axonal compartment primarily functions in the reception of synaptic inputs and the integration of signals.,3c62ae0d-c55c-48c3-a633-3a7a3310eccf,false
3c62ae0d-c55c-48c3-a633-3a7a3310eccf,970328c1-3bee-4a1a-ba31-1ba2e2775fff,The axonal compartment facilitates the synthesis of proteins through local translation of mRNAs.,3c62ae0d-c55c-48c3-a633-3a7a3310eccf,false
3c62ae0d-c55c-48c3-a633-3a7a3310eccf,b5851eb3-3eda-4dfa-a4bd-23a52a7a8b9e,The axonal compartment is mainly involved in the degradation of cellular waste products through lysosomal activity.,3c62ae0d-c55c-48c3-a633-3a7a3310eccf,false
f6aaf806-380b-434b-ac8f-7452c5c62fb2,44d71d87-1a33-4945-8de5-0fe190ea5ed2,Die Beschleunigung ist konstant und beträgt 5 m/s².,f6aaf806-380b-434b-ac8f-7452c5c62fb2,false
f6aaf806-380b-434b-ac8f-7452c5c62fb2,1fe171ae-e23d-488b-8e32-6c2c40c6ca20,Die Beschleunigung ist null. ,f6aaf806-380b-434b-ac8f-7452c5c62fb2,false
f6aaf806-380b-434b-ac8f-7452c5c62fb2,46568fd0-8aec-4450-a19b-63b5036558d8,Die Beschleunigung ist konstant und beträgt 3 m/s².,f6aaf806-380b-434b-ac8f-7452c5c62fb2,false
f6aaf806-380b-434b-ac8f-7452c5c62fb2,5b594014-8442-481f-b2bd-47cb3fc7e670,Die Beschleunigung ist abhängig von der Zeit t. ,f6aaf806-380b-434b-ac8f-7452c5c62fb2,false
2cca1368-100b-4d78-99eb-b1f83a1400ba,3306325f-77ab-4a5b-b154-ea4a0e363daf,Die Beschleunigung ist konstant und beträgt 5 m/s².,2cca1368-100b-4d78-99eb-b1f83a1400ba,true
2cca1368-100b-4d78-99eb-b1f83a1400ba,bc4f3c84-ca07-4871-90b3-93c996096304,Die Beschleunigung ist null. ,2cca1368-100b-4d78-99eb-b1f83a1400ba,false
2cca1368-100b-4d78-99eb-b1f83a1400ba,fecc7343-3b8a-4b90-9f43-2e58c374be50,Die Beschleunigung ist konstant und beträgt 3 m/s².,2cca1368-100b-4d78-99eb-b1f83a1400ba,false
2cca1368-100b-4d78-99eb-b1f83a1400ba,bb8b04b4-5703-48a0-8b11-a4b0dfab2115,Die Beschleunigung ist abhängig von der Zeit t. ,2cca1368-100b-4d78-99eb-b1f83a1400ba,false
1bcbd41b-ebc4-4d61-bf59-8c1598282124,a8430891-0b5f-4a6e-82b6-3eb55beb8d3a,Die Beschleunigung ist null. ,1bcbd41b-ebc4-4d61-bf59-8c1598282124,false
1bcbd41b-ebc4-4d61-bf59-8c1598282124,d20e40e7-98aa-4b12-8302-1a1ef651729d,Die Beschleunigung ist konstant und beträgt 3 m/s².,1bcbd41b-ebc4-4d61-bf59-8c1598282124,false
1bcbd41b-ebc4-4d61-bf59-8c1598282124,17cc1393-f37c-4159-8d49-822d5bb53dd2,Die Beschleunigung ist abhängig von der Zeit t. ,1bcbd41b-ebc4-4d61-bf59-8c1598282124,false
1bcbd41b-ebc4-4d61-bf59-8c1598282124,7748c0ce-3343-485d-98b5-87208781877f,Die Beschleunigung ist konstant und beträgt 5 m/s².,1bcbd41b-ebc4-4d61-bf59-8c1598282124,true
e5162307-64c3-4bb8-aab5-ea2fb6ab0d54,74b8e291-a0b4-4bb4-be0a-c31d93e91bf8,Die Beschleunigung ist die Ableitung der Geschwindigkeit nach der Zeit: $a(t) = \frac{d}{dt}(3t - 4) = 3$.,e5162307-64c3-4bb8-aab5-ea2fb6ab0d54,true
b4a65231-8e06-4e22-8516-3297f75aad36,aaf73071-66bd-4a23-b416-eb95a96f874a,"- **Somato-dendritic compartment**: Includes soma and dendrites; contains RER, ribosomes, and Golgi apparatus.
- **Axonal compartment**: Includes axon; lacks RER and Golgi apparatus.
- **Compartmentalization mechanisms**: Transport selectivity and local translation define compartments.
- **Axon Initial Segment (AIS)**: Acts as a filter, maintaining polarity by selective transport.
- **Microtubule polarity**: Plus-end out in axons, influencing cargo transport.",b4a65231-8e06-4e22-8516-3297f75aad36,true
5e17b8a8-89b5-42a3-9780-6a3ea1d928be,987c39cb-4db6-41a9-afb0-3f5050587cee,"- **Somato-dendritic compartment**: Includes soma and dendrites; contains RER, ribosomes, and Golgi apparatus.
- **Axonal compartment**: Includes axon; lacks RER and Golgi apparatus.
-**Presynapse**: axonal specialization that contains synaptic vesicles
-**Postsynapse**: dendritic specialization that contains neurotransmitter receptors in the posysynaptic density, often 
-**Node of Ranvier**: gap in myelination",5e17b8a8-89b5-42a3-9780-6a3ea1d928be,true
7dfcc4f5-4c36-457b-9827-644f463ee7b7,d09f0112-d4b8-4920-8b23-53b012146a52,"- **Somato-dendritic compartment**: Includes soma and dendrites; contains RER, ribosomes, and Golgi apparatus.
- **Axonal compartment**: Includes axon; lacks RER and Golgi apparatus.
-**Presynapse**: axonal specialization that contains synaptic vesicles
-**Postsynapse**: dendritic specialization that contains neurotransmitter receptors in the posysynaptic density, often within a dendritic spine
-**Node of Ranvier**: gap in myelination",7dfcc4f5-4c36-457b-9827-644f463ee7b7,true
b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,2972ee12-169c-4f30-be67-3912ffc4d455,Mitochondria,b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,true
b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,c5f33a6d-1d21-4513-98df-4def9c6bcca9,Lysosomes,b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,true
b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,01a0f754-1c28-4a7d-8adc-16493962fc56,Golgi Apparatus,b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,false
b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,91810211-dcab-4746-9f42-19157f68284c,Rough Endoplasmic Reticulum,b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,false
b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,0e242ff8-b321-46a5-b366-bb089cf5639c,Ribosomes,b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,false
385422b1-a066-4965-b115-f90ac4388a17,9d5140b7-81ef-40c3-85f4-37a64fd99940,Local translation,385422b1-a066-4965-b115-f90ac4388a17,true
385422b1-a066-4965-b115-f90ac4388a17,368ddee6-a055-4748-bca3-aabea37c9a3a,Microtubule polarity,385422b1-a066-4965-b115-f90ac4388a17,false
385422b1-a066-4965-b115-f90ac4388a17,103c1efc-24e9-44ed-ad26-2fcb61f1fb00,Transport selectivity,385422b1-a066-4965-b115-f90ac4388a17,false
385422b1-a066-4965-b115-f90ac4388a17,f7408157-213f-4d13-a217-543853a02af5,Posttranslational modifications of tubulin,385422b1-a066-4965-b115-f90ac4388a17,false
4e0910f3-ecaa-4f72-8f8f-692f5261bc25,e704d246-bbdd-466b-a150-b8ed32925b4d,Axonal compartment,4e0910f3-ecaa-4f72-8f8f-692f5261bc25,true
4e0910f3-ecaa-4f72-8f8f-692f5261bc25,907de4f6-1fc9-4e22-b6d6-f3593faf1c20,Somato-dendritic compartment,4e0910f3-ecaa-4f72-8f8f-692f5261bc25,false
4e0910f3-ecaa-4f72-8f8f-692f5261bc25,967e6cfb-44c7-4fd3-9c30-36c1df5ee447,Soma,4e0910f3-ecaa-4f72-8f8f-692f5261bc25,false
4e0910f3-ecaa-4f72-8f8f-692f5261bc25,755f95ef-0935-48b3-ac46-31865c29de5c,Dendritic spines,4e0910f3-ecaa-4f72-8f8f-692f5261bc25,false
4e0910f3-ecaa-4f72-8f8f-692f5261bc25,2e5c7ef8-f0a6-466e-aa58-d9fda156c15b,Axon initial segment,4e0910f3-ecaa-4f72-8f8f-692f5261bc25,false
b306d749-61ba-40cd-9677-22430096a5e6,a40db833-dd5b-4d84-970a-e929ff1ae115,"Microtubule-associated proteins regulate the stabilization of microtubule polarity, crucial for maintaining neuronal polarity.",b306d749-61ba-40cd-9677-22430096a5e6,true
b306d749-61ba-40cd-9677-22430096a5e6,e1a9a413-9798-43a7-a46d-9b2d0a4398a8,They play a role in the sorting and transport of axonal cargoes by influencing motor protein activity.,b306d749-61ba-40cd-9677-22430096a5e6,true
b306d749-61ba-40cd-9677-22430096a5e6,59c7d471-d577-4ed6-a33c-1b67740d8de9,Microtubule-associated proteins are primarily responsible for the generation of action potentials in neurons.,b306d749-61ba-40cd-9677-22430096a5e6,false
b306d749-61ba-40cd-9677-22430096a5e6,593bb60e-eb17-4c62-bcb3-e552829e9865,They directly synthesize mRNA in the axonal compartments to maintain protein levels.,b306d749-61ba-40cd-9677-22430096a5e6,false
b306d749-61ba-40cd-9677-22430096a5e6,b7dc8636-1cdd-49a4-a283-6460be9338b9,Microtubule-associated proteins are involved in the passive diffusion of organelles across neuronal compartments.,b306d749-61ba-40cd-9677-22430096a5e6,false
e6d985aa-46d7-49e3-b59a-4d411c8e4d92,1156cf46-c3f3-4cfc-af9c-f9f6cab41472,"- Astrocytes encapsulate synapses and regulate neurotransmitter levels and provide metabolic support.
- Oligodendrocytes insulate axons with myelin, creating nodes of Ranvier and signal transmission speed.
- Microglia modulate synapse formation and elimination, impacting neuronal networks.",e6d985aa-46d7-49e3-b59a-4d411c8e4d92,true
c96e2c84-225b-45f8-9337-39a509b8aeaa,83fe78a5-6df7-48df-81c2-84dbcd395a2d,Acts as a selective filter for axonal transport,c96e2c84-225b-45f8-9337-39a509b8aeaa,true
c96e2c84-225b-45f8-9337-39a509b8aeaa,73bb0722-ac1c-40c6-8ca2-57f03feabc40,Maintains axonal identity by stabilizing microtubule polarity,c96e2c84-225b-45f8-9337-39a509b8aeaa,true
c96e2c84-225b-45f8-9337-39a509b8aeaa,b384f4dd-a767-4f36-a6fc-5d0dd4d55f9f,Facilitates local translation of mRNAs,c96e2c84-225b-45f8-9337-39a509b8aeaa,false
c96e2c84-225b-45f8-9337-39a509b8aeaa,13d489ee-3970-411d-8a5c-341f34dcd4f0,Initiates action potentials,c96e2c84-225b-45f8-9337-39a509b8aeaa,true
c96e2c84-225b-45f8-9337-39a509b8aeaa,adebcdb3-c578-4f67-89ba-aa00f2497064,Regulates synaptic vesicle release at the axon terminal,c96e2c84-225b-45f8-9337-39a509b8aeaa,false
0a265608-afb3-41d1-a498-8c78bf4325c2,8f386711-9723-454e-abb3-8c19020e7351,The axonal compartment is responsible for the propagation of action potentials and selective transport of cargoes along the axon.,0a265608-afb3-41d1-a498-8c78bf4325c2,true
0a265608-afb3-41d1-a498-8c78bf4325c2,b6e82f26-9f15-42bb-8f0f-0544da816e82,The axonal compartment primarily functions in the reception of synaptic inputs and the integration of signals.,0a265608-afb3-41d1-a498-8c78bf4325c2,false
0a265608-afb3-41d1-a498-8c78bf4325c2,3e5686e3-a7fa-4809-9390-985245edd30e,The axonal compartment facilitates the transport of ribosomes along the ER.,0a265608-afb3-41d1-a498-8c78bf4325c2,false
0a265608-afb3-41d1-a498-8c78bf4325c2,142bc1af-7b71-4819-8d27-7e8051bd157e,The axonal compartment is mainly involved in the degradation of cellular waste products through shedding of vesicles.,0a265608-afb3-41d1-a498-8c78bf4325c2,false
f97c51f2-1a7f-463c-87ad-1e27a2adbd2a,50ff9d7d-4068-4005-9620-fcbf3cb3ec19,"Die durchschnittliche Beschleunigung ist $a = \frac{v_f - v_i}{t} = \frac{25 \, \text{m/s} - 15 \, \text{m/s}}{10 \, \text{s}} = 1 \, \text{m/s}^2$.",f97c51f2-1a7f-463c-87ad-1e27a2adbd2a,true
6bb2653f-be92-4d10-bad8-08c9c7ef678e,70539b88-a635-41f4-8229-9651ea60cd82,"Verwenden Sie die Formel $s=1/2 at^2 + v_i t$. Setzen Sie $v = 0$, $v_i = 10 \, \text{m/s}$ und $a = -9.81 \, \text{m/s}^2$ ein: $0 = (10)^2 + 2(-9.81)s$. Daraus folgt $s = \frac{100}{19.62} \approx 5.1 \, \text{m}$.",6bb2653f-be92-4d10-bad8-08c9c7ef678e,true
cc12910f-64ca-4730-8e1f-6b0169c87d03,b0040201-42a1-4522-9021-ef3b45744b29,"Verwenden Sie die Formel $s=\frac{1}{2} at^2 + v_i t$. Setzen Sie $v = 0$, $v_i = 10 \, \text{m/s}$ und $a = -9.81 \, \text{m/s}^2$ ein: $0 = (10)^2 + 2(-9.81)s$. Daraus folgt $s = \frac{100}{19.62} \approx 5.1 \, \text{m}$.",cc12910f-64ca-4730-8e1f-6b0169c87d03,true
9bb80008-3c4d-4ec0-90ce-e4f26adb6e4e,23aec1dc-88ab-4ef3-a7a5-f6cb69ec8613,"Es gibt zwei mögliche Ansätze: 
Ansatz 1: Verwenden Sie die Formel $s=\frac{1}{2} at^2 + v_i t$ und $v=v_i t$. Lösen Sie die zweite Gleichung nach t auf: $t=\frac{v-v_i}{a}$ und setzen das in s ein. Dann erhalten Sie: $2as=v^2-v_i^2$, was Sie nach s umstellen können. 
Ansatz 2: Verwenden Sie Energieerhaltung: $E_{kin,i} = E_{kin} + E_{pot}$. Setzen Sie die bekannten Formeln ein, erhalten Sie: $\frac{1}{2}mv_i^2 = \frac{1}{2}mv^2 + mgh$. Da $h=s$ und $a=-g$ , können Sie umstellen und erhalten: $2as=v_i^2-v^2$.
Stellen Sie nun die Formel, die Sie aus beiden Ansätzen erhalten, nach s um, und verwenden Sie die gegebenen Werte: $v = 0$, $v_i = 10 \, \text{m/s}$ und $a = -9.81 \, \text{m/s}^2$ ein: $s = \frac{100}{19.62} \approx 5.1 \, \text{m}$.",9bb80008-3c4d-4ec0-90ce-e4f26adb6e4e,true
0a251724-697a-4950-ac9c-8bc0140aa368,cd690c7e-d881-40f5-a90f-c02f69888b71,"- Cytoskeleton
- Mitochondria
- Lysosomes",0a251724-697a-4950-ac9c-8bc0140aa368,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,c95c723d-de1e-4c47-9c0d-5db87b32b101,Cytoskeleton,ce6f00e9-828a-4efc-9213-3910d4b3da8e,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,18edd795-eccb-4d83-a452-b8362b146e63,RER (Rough Endoplasmic Reticulum),ce6f00e9-828a-4efc-9213-3910d4b3da8e,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,44b4ab4d-7e64-4dab-95c4-da698c5086b0,ER (Endoplasmic Reticulum),ce6f00e9-828a-4efc-9213-3910d4b3da8e,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,251df067-e1f5-400b-ac56-eaccabf5b6e0,Ribosomes,ce6f00e9-828a-4efc-9213-3910d4b3da8e,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,c226aadb-54a9-46ad-8515-2e1b1de786c6,Golgi Apparatus,ce6f00e9-828a-4efc-9213-3910d4b3da8e,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,221761fc-a496-40fa-96de-f508ac110865,Mitochondria,ce6f00e9-828a-4efc-9213-3910d4b3da8e,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,675b2840-2c1e-4ab2-a883-276be67c5041,Lysosomes,ce6f00e9-828a-4efc-9213-3910d4b3da8e,true
ce6f00e9-828a-4efc-9213-3910d4b3da8e,7f2d5c89-5adc-4036-b4e4-a150a511279a,Nucleus,ce6f00e9-828a-4efc-9213-3910d4b3da8e,false
ce6f00e9-828a-4efc-9213-3910d4b3da8e,56ba62f1-8260-4f3c-b926-fea65d824014,Centrioles,ce6f00e9-828a-4efc-9213-3910d4b3da8e,false
ce6f00e9-828a-4efc-9213-3910d4b3da8e,51a7d6a0-83b4-49d8-9cc7-875b34801d42,Peroxisomes,ce6f00e9-828a-4efc-9213-3910d4b3da8e,false
ce6f00e9-828a-4efc-9213-3910d4b3da8e,15ce2d95-a7aa-4c82-9c50-04c061ebc901,Plasma Membrane,ce6f00e9-828a-4efc-9213-3910d4b3da8e,false
ef12b82f-24df-470a-b7fc-b8769d27ff2a,d387af83-3c59-405f-ab7d-49b5959ebb85,Cytoskeleton,ef12b82f-24df-470a-b7fc-b8769d27ff2a,true
ef12b82f-24df-470a-b7fc-b8769d27ff2a,48cf4c0e-4bd5-4635-bdd2-ac0929749bfc,RER (Rough Endoplasmic Reticulum),ef12b82f-24df-470a-b7fc-b8769d27ff2a,false
ef12b82f-24df-470a-b7fc-b8769d27ff2a,7b4a35c0-659d-4ebd-b728-53d1ac621a91,Golgi apparatus,ef12b82f-24df-470a-b7fc-b8769d27ff2a,false
ef12b82f-24df-470a-b7fc-b8769d27ff2a,6d344948-881c-4582-8cb9-c4390487750e,Ribosomes,ef12b82f-24df-470a-b7fc-b8769d27ff2a,false
ed873520-22c0-4185-bdfa-20c482d5514a,7786dbc6-5d3a-439c-97fb-8e327d79c059,Peroxisomes,ed873520-22c0-4185-bdfa-20c482d5514a,false
ed873520-22c0-4185-bdfa-20c482d5514a,ea552102-a816-47ad-8ba6-581c1548e0cb,Cytoskeleton,ed873520-22c0-4185-bdfa-20c482d5514a,true
ed873520-22c0-4185-bdfa-20c482d5514a,c27d3e50-195c-4545-86a3-8b86c042dd26,RER (Rough Endoplasmic Reticulum),ed873520-22c0-4185-bdfa-20c482d5514a,true
