ID,Question,Tip,Type,Difficulty,CourseId,IsPublished,Created,PreviousVersionId,Deleted,TopicId,OriginalVersionId,Language
5e17b8a8-89b5-42a3-9780-6a3ea1d928be,Describe the subcellular compartmentalization in a neuron,"Consider the unique structures and functions that distinguish each part of the neuron, including structures defined by synapses or myelin",free-text,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:10",b4a65231-8e06-4e22-8516-3297f75aad36,"4 Nov, 2025, 16:10",037be97a-a396-4947-8230-ab2ad480fcb4,b4a65231-8e06-4e22-8516-3297f75aad36,en
7dfcc4f5-4c36-457b-9827-644f463ee7b7,Describe the subcellular compartmentalization in a neuron,"Consider the unique structures and functions that distinguish each part of the neuron, including structures defined by synapses or myelin",free-text,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:10",5e17b8a8-89b5-42a3-9780-6a3ea1d928be,,037be97a-a396-4947-8230-ab2ad480fcb4,b4a65231-8e06-4e22-8516-3297f75aad36,en
b0afa540-bee4-4ae9-aeaf-97fcb35c86d7,"Which one of the following organelles is present in all neuronal compartments: soma, dendrites, and axons?",Think about which organelle is essential for energy supply and is required in all parts of a neuron for proper function.,multiple-choice,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:05",,"4 Nov, 2025, 16:11",037be97a-a396-4947-8230-ab2ad480fcb4,,en
385422b1-a066-4965-b115-f90ac4388a17,Which one of the following mechanisms is primarily responsible for ensuring mRNA is translated in specific neuronal compartments?,"Think about how proteins can be synthesized close to where they're needed in a cell, especially in complex structures like neurons.",multiple-choice,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:05",,"4 Nov, 2025, 16:12",037be97a-a396-4947-8230-ab2ad480fcb4,,en
4e0910f3-ecaa-4f72-8f8f-692f5261bc25,Identify the compartment where the 'plus-end out' arrangement of microtubules is a defining feature.,Think about the direction of intracellular transport and how microtubules are oriented in relation to cellular structures.,multiple-choice,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:05",,"4 Nov, 2025, 16:12",037be97a-a396-4947-8230-ab2ad480fcb4,,en
b306d749-61ba-40cd-9677-22430096a5e6,What role do microtubule-associated proteins play in neuronal polarity? Select all that apply.,Consider how these proteins interact with cellular structures to influence neuron function and organization.,multiple-choice,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:05",,,037be97a-a396-4947-8230-ab2ad480fcb4,,en
e6d985aa-46d7-49e3-b59a-4d411c8e4d92,Discuss the role of glial cells in the definition or function of neuronal subcellular compartments.,Consider how glial cells interact with neurons and influence their environment and help create neuronal specializations.,free-text,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:11",f2f40eef-450e-4d82-ac38-8b4de1aa39ee,,037be97a-a396-4947-8230-ab2ad480fcb4,f2f40eef-450e-4d82-ac38-8b4de1aa39ee,en
c96e2c84-225b-45f8-9337-39a509b8aeaa,Select all that apply: What functions does the axon initial segment (AIS) serve?,Consider how the axon initial segment influences both the structural organization and the transport processes within the neuron.,multiple-choice,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:12",8c62cdc3-d411-47c5-a40b-12532cb933f9,,037be97a-a396-4947-8230-ab2ad480fcb4,8c62cdc3-d411-47c5-a40b-12532cb933f9,en
0a265608-afb3-41d1-a498-8c78bf4325c2,Which one of the following statements best describes the function of the axonal compartment in neurons?,Consider the primary role of axons in signal transmission and material transport within the neuron.,multiple-choice,medium,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:14",3c62ae0d-c55c-48c3-a633-3a7a3310eccf,,037be97a-a396-4947-8230-ab2ad480fcb4,3c62ae0d-c55c-48c3-a633-3a7a3310eccf,en
f97c51f2-1a7f-463c-87ad-1e27a2adbd2a,Ein Objekt bewegt sich mit konstanter Geschwindigkeit von 15 m/s. Innerhalb von 10 Sekunden wird die Geschwindigkeit auf 25 m/s erhöht. Berechnen Sie die durchschnittliche Beschleunigung während dieser Zeitspanne.,"Denken Sie daran, dass die durchschnittliche Beschleunigung der Quotient der Geschwindigkeitsänderung und der dafür benötigten Zeit ist.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:16",c54f68e6-334e-4674-b99b-646200c4365f,,ffce429e-6262-49de-b364-9526fbe839b2,c54f68e6-334e-4674-b99b-646200c4365f,de
6bb2653f-be92-4d10-bad8-08c9c7ef678e,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:20",f6057c5f-74c4-4e20-b174-315901c802fc,"4 Nov, 2025, 16:20",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
cc12910f-64ca-4730-8e1f-6b0169c87d03,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:20",6bb2653f-be92-4d10-bad8-08c9c7ef678e,"4 Nov, 2025, 16:36",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
9bb80008-3c4d-4ec0-90ce-e4f26adb6e4e,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:36",cc12910f-64ca-4730-8e1f-6b0169c87d03,"4 Nov, 2025, 16:38",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
0a251724-697a-4950-ac9c-8bc0140aa368,What organelles are present in axons?,"Focus on organelles that support energy production, cellular transport, and structural integrity.",free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
ce6f00e9-828a-4efc-9213-3910d4b3da8e,Select the organelles present in dendrites.,"Consider which organelles are involved in protein synthesis, transport, and energy production within a cell.",multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
ef12b82f-24df-470a-b7fc-b8769d27ff2a,Which one of the following organelles can be found in axons?,"Consider which structures provide support and transportation functions within long, thin cellular extensions.",multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
ed873520-22c0-4185-bdfa-20c482d5514a,Identify the organelles that are present in dendrites.,"Focus on organelles involved in protein synthesis and transport, as well as energy production and structural support.",multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
e830c0d0-1aff-4d8d-9644-52ad92a3e832,Which organelle is found in both axons and dendrites?,Consider which organelles are involved in providing structural support and energy supply within cells.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
e3b5af35-38ce-441b-a962-e4b52c55fbed,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:38",9bb80008-3c4d-4ec0-90ce-e4f26adb6e4e,"4 Nov, 2025, 16:39",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
0ca01b2f-2ba8-4447-9bc8-5f4afc60e7f6,What organelles are unambiguously present in axons?,"Focus on organelles that support energy production, lipid synthesis, and degradation.",free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:39",0a251724-697a-4950-ac9c-8bc0140aa368,,5a565af8-41a4-4751-9c95-474d8a7a3b44,0a251724-697a-4950-ac9c-8bc0140aa368,en
dc6d26d2-8d32-42ec-9425-4c97f7bb77c9,Name the organelles present in axons.,"Think about the structures responsible for energy production, waste processing, and maintaining cell shape within the axon.",free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
e965c533-43b3-4e5f-a35a-f3a9c575fbba,List the organelles found in dendrites.,"Focus on structures involved in protein synthesis, energy production, and cellular transport within cells.",free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
f631d9fa-31b8-467f-88f0-3bc3bcf1e490,Which organelle is present in axons?,Focus on structures that support transport and shape within long extensions of the cell.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
dd458f7a-bbbc-4a03-88ef-cd0442162bbf,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:39",e3b5af35-38ce-441b-a962-e4b52c55fbed,"4 Nov, 2025, 16:40",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
32ef011d-53fa-4e7b-815c-e6df6ec9e974,What organelle is present in axons according to the lecture material?,Consider the functions necessary for axon maintenance and energy supply to identify the relevant organelles.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:39",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
14359c7a-0b39-4250-8284-8604c766fd2e,Which organelle is found in both axons and dendrites?,Consider which organelles are involved in providing structural support and energy supply within cells.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:39",e830c0d0-1aff-4d8d-9644-52ad92a3e832,,5a565af8-41a4-4751-9c95-474d8a7a3b44,e830c0d0-1aff-4d8d-9644-52ad92a3e832,en
5c7c048d-0f86-4b9f-83cf-c1a9b3f41392,Choose the organelle found in axons from the following options.,Consider the organelles essential for structure and transport within long cellular extensions.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:40",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
32929e8a-3d46-4351-9213-28038d222746,Select the organelles that are present in dendrites from the options below.,"Consider which organelles are involved in protein synthesis and structural support, as these are crucial for dendrite function.",multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:38",,"4 Nov, 2025, 16:40",5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
00b50654-0cf7-48f2-9cf0-a01c98933c52,What organelles are found in dendrites?,"Focus on organelles involved in protein synthesis and transport, as well as those providing structural support and energy to the cell.",free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,true,"4 Nov, 2025, 16:38",,,5a565af8-41a4-4751-9c95-474d8a7a3b44,,en
5ceccc71-eedd-43a3-9896-70ee6d3ca28e,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:40",dd458f7a-bbbc-4a03-88ef-cd0442162bbf,"4 Nov, 2025, 16:41",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
4c4be36b-8737-4610-8a28-18c2c9359238,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:41",5ceccc71-eedd-43a3-9896-70ee6d3ca28e,"4 Nov, 2025, 16:41",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
1b636db9-2f25-4e05-8d78-2d8059d1a7ab,What is the primary function of axonal transport in neurons?,Consider how neurons maintain their function over long distances and what materials they need for effective communication.,free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
1804eb34-085f-42e5-8a7e-ef43903abfb5,Name the two main types of molecular motors involved in axonal transport.,Think about the proteins responsible for moving cellular components along microtubules in neurons.,free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
858d32bf-2396-461a-8379-895975620e8c,What is the role of kinesin in neuronal axonal transport?,Consider how certain proteins enable movement along cellular structures to maintain neuronal function.,free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
d52cb64a-a3b6-4319-a061-e8ef0bd7bbca,Which protein is known to stabilize newly formed microtubules in axons?,Think about proteins specifically associated with neuronal structures and their role in maintaining cytoskeletal integrity.,free-text,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
8f85e771-1cc6-4da7-b3bb-4bd9eb91d89f,Which one of the following proteins is involved in retrograde transport in neurons?,Consider which protein facilitates movement towards the cell body along microtubules.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
bbbe285a-7ac0-4c2f-a76f-eaa970381ea9,Microtubules in axons are generally composed of how many protofilaments?,Consider the typical structure of microtubules and how they are arranged in cellular components.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
1611a566-f422-4ada-b1db-8fccd5857ec1,Which one of the following statements best describes the organization of microtubules in dendrites?,Consider the directionality and orientation of microtubules in relation to the cell body and how they differ from axonal arrangements.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
0e4e60a4-4ab4-4659-a200-db15f03e0cc3,Which one of the following proteins is known to inhibit kinesin-1 more strongly than dynein?,Consider the role of microtubule-associated proteins and their interaction with different motor proteins.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
3e4a87e1-529e-434e-9b07-08ad4b5654bb,"In neurons, which type of motor protein primarily drives transport toward microtubule plus ends?",Think about which motor proteins are responsible for anterograde transport along microtubules.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
7d39342c-98e5-4718-94de-f3e7dde2bbd1,Which one of the following is a challenge in studying axonal microtubule networks?,Consider the intricate processes and elements involved in maintaining axonal structures.,multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
8e5e1f04-e14d-4cd0-bac0-c7cce437e9ec,"Ein Ball wird von einem Turm mit einer Anfangsgeschwindigkeit von $10 \, \text{m/s}$ nach oben geworfen. Wie hoch steigt der Ball, bevor er umkehrt?","Die höchste Höhe wird erreicht, wenn die Geschwindigkeit des Balls null ist. Nutzen Sie die kinematische Beziehung zwischen Geschwindigkeit, Beschleunigung und Strecke.",free-text,hard,733488e2-5ae0-4ec8-b016-47f3a6f0d319,false,"4 Nov, 2025, 16:41",4c4be36b-8737-4610-8a28-18c2c9359238,"4 Nov, 2025, 16:41",ffce429e-6262-49de-b364-9526fbe839b2,f6057c5f-74c4-4e20-b174-315901c802fc,de
d5254b99-e054-4921-a10c-50eef1cf8137,What is the role of the γ-tubulin ring complex (γTuRC) in neurons?,"Consider how microtubules are organized and stabilized in cells, particularly focusing on the initial steps of their formation.",multiple-choice,easy,a35d5a8d-6135-41c4-a0e7-030408560a50,false,"4 Nov, 2025, 16:41",,"4 Nov, 2025, 16:41",6aad709b-9f75-42f9-86c9-79e1c6df0036,,en
